,Unnamed: 0,openalex_id,doi,openalex_title,type,publication_date,openalex_publication_year,openalex_volume,issue,first_page,last_page,authors,keywords,abstract,openalex_source_title,source_issn,source_type,cited_by_count,referenced_works,openalex_name_1st_author,uuid,matched,score
103,105,https://openalex.org/W4389948578,10.1063/5.0147685,raman scattering monitoring of thin film materials for atomic layer etching/deposition in the nano-semiconductor process integration,article,2023-12-01,2023,4,4,,,"Jae Bin Kim, D.-S. Kim, J. Kim, Jin Hyun Choe, Da Won Ahn, Eun Su Jung, Sung Gyu Pyo","Atomic units, Deposition, Semiconductor Industry","According to Moore's law, the semiconductor industry is experiencing certain challenges in terms of adapting to highly sophisticated integrated technology. Therefore, controlling materials at the atomic scale is considered a mandatory requirement for further development. To this end, atomic layer deposition and etching skills are being increasingly researched as potential solutions. However, several considerations exist for adopting atomic technology with respect to surface analysis. This review primarily focuses on the use of Raman scattering for evaluating atomic-layered materials. Raman scattering analysis is expected to gradually expand as a semiconductor process and mass-production monitoring technology. As this can enhance the applications of this method, our review can form the basis for establishing Raman scattering analysis as a new trend for atomic-scale monitoring.",chemical physics reviews,['2688-4070'],journal,7,"['https://openalex.org/W1502589953', 'https://openalex.org/W1543934319', 'https://openalex.org/W1620199103', 'https://openalex.org/W1674526341', 'https://openalex.org/W1818460953', 'https://openalex.org/W1876337511', 'https://openalex.org/W1964537084', 'https://openalex.org/W1965510035', 'https://openalex.org/W1966728010', 'https://openalex.org/W1967709316', 'https://openalex.org/W1969532431', 'https://openalex.org/W1969852806', 'https://openalex.org/W1970697854', 'https://openalex.org/W1973061894', 'https://openalex.org/W1975154087', 'https://openalex.org/W1978774503', 'https://openalex.org/W1978865001', 'https://openalex.org/W1980239687', 'https://openalex.org/W1984277026', 'https://openalex.org/W1987842867', 'https://openalex.org/W1990360997', 'https://openalex.org/W1993243846', 'https://openalex.org/W1994069792', 'https://openalex.org/W1994607919', 'https://openalex.org/W1995191254', 'https://openalex.org/W1995545670', 'https://openalex.org/W1996894177', 'https://openalex.org/W1999631541', 'https://openalex.org/W2000431734', 'https://openalex.org/W2000961040', 'https://openalex.org/W2005561233', 'https://openalex.org/W2008081717', 'https://openalex.org/W2009659856', 'https://openalex.org/W2012151957', 'https://openalex.org/W2012424302', 'https://openalex.org/W2014406419', 'https://openalex.org/W2014638517', 'https://openalex.org/W2016522191', 'https://openalex.org/W2020011556', 'https://openalex.org/W2023603575', 'https://openalex.org/W2024015172', 'https://openalex.org/W2028992594', 'https://openalex.org/W2029718382', 'https://openalex.org/W2029877421', 'https://openalex.org/W2032415425', 'https://openalex.org/W2033335440', 'https://openalex.org/W2034324012', 'https://openalex.org/W2035931858', 'https://openalex.org/W2041894599', 'https://openalex.org/W2045540302', 'https://openalex.org/W2048125550', 'https://openalex.org/W2050097928', 'https://openalex.org/W2056889600', 'https://openalex.org/W2058122340', 'https://openalex.org/W2058617986', 'https://openalex.org/W2061289065', 'https://openalex.org/W2062824111', 'https://openalex.org/W2064464844', 'https://openalex.org/W2064911230', 'https://openalex.org/W2067109550', 'https://openalex.org/W2067355046', 'https://openalex.org/W2069529921', 'https://openalex.org/W2070135013', 'https://openalex.org/W2071747721', 'https://openalex.org/W2071848853', 'https://openalex.org/W2072096893', 'https://openalex.org/W2076282496', 'https://openalex.org/W2076953148', 'https://openalex.org/W2078119700', 'https://openalex.org/W2080170858', 'https://openalex.org/W2083158471', 'https://openalex.org/W2084639308', 'https://openalex.org/W2088928998', 'https://openalex.org/W2092848353', 'https://openalex.org/W2094529056', 'https://openalex.org/W2095567118', 'https://openalex.org/W2097363282', 'https://openalex.org/W2108105063', 'https://openalex.org/W2112972146', 'https://openalex.org/W2113935288', 'https://openalex.org/W2120239457', 'https://openalex.org/W2122929717', 'https://openalex.org/W2126176903', 'https://openalex.org/W2127166378', 'https://openalex.org/W2150935716', 'https://openalex.org/W2157332883', 'https://openalex.org/W2158932701', 'https://openalex.org/W2163210460', 'https://openalex.org/W2168695795', 'https://openalex.org/W2275907536', 'https://openalex.org/W2312883054', 'https://openalex.org/W2315454193', 'https://openalex.org/W2316958436', 'https://openalex.org/W2317966983', 'https://openalex.org/W2318660187', 'https://openalex.org/W2321437478', 'https://openalex.org/W2332450306', 'https://openalex.org/W2333495268', 'https://openalex.org/W2338768700', 'https://openalex.org/W2464519884', 'https://openalex.org/W2561538511', 'https://openalex.org/W2569350576', 'https://openalex.org/W2586468315', 'https://openalex.org/W2600916205', 'https://openalex.org/W2618294742', 'https://openalex.org/W2783847600', 'https://openalex.org/W2800784185', 'https://openalex.org/W2905108835', 'https://openalex.org/W2921912966', 'https://openalex.org/W2944470234', 'https://openalex.org/W3005564267', 'https://openalex.org/W3089504726', 'https://openalex.org/W3140139713', 'https://openalex.org/W4237129803', 'https://openalex.org/W4240108008', 'https://openalex.org/W4248158865', 'https://openalex.org/W4323075346', 'https://openalex.org/W4360994742']",Kim,,False,
108,110,https://openalex.org/W3193069133,10.1002/nano.202100188,controlling hydrocarbon transport and electron beam induced deposition on single layer graphene: toward atomic scale synthesis in the scanning transmission electron microscope,article,2021-07-31,2021,3,3,643,654,"Ondrej Dyck, Andrew R. Lupini, Philip D. Rack, Jason D. Fowlkes, Stephen Jesse",Deposition,"Focused electron beam induced deposition (FEBID) is a direct write technique for depositing materials on a support substrate akin to 3D printing with an electron beam (e-beam). Opportunities exist for merging this existing technique with aberration-corrected scanning transmission electron microscopy to achieve molecular- or atomic-level spatial precision. Several demonstrations have been performed using graphene as the support substrate. A common challenge that arises during this process is e-beam-induced hydrocarbon deposition, suggesting greater control over the sample environment is needed. Various strategies exist for cleaning graphene in situ. One of the most effective methods is to rapidly heat to high temperatures, e.g., 600 C or higher. While this can produce large areas of what appears to be atomically clean graphene, mobile hydrocarbons can still be present on the surfaces. Here, we show that these hydrocarbons are primarily limited to surface migration and demonstrate an effective method for interrupting the flow using e-beam deposition to form corralled hydrocarbon regions. This strategy is effective for maintaining atomically clean graphene at high temperatures where hydrocarbon mobility can lead to substantial accumulation of unwanted e-beam deposition.",nano select,['2688-4011'],journal,11,"['https://openalex.org/W1879864432', 'https://openalex.org/W1966160269', 'https://openalex.org/W1968326511', 'https://openalex.org/W1980851192', 'https://openalex.org/W1981473805', 'https://openalex.org/W1992687266', 'https://openalex.org/W1996391948', 'https://openalex.org/W1999647781', 'https://openalex.org/W1999947486', 'https://openalex.org/W2010440585', 'https://openalex.org/W2016614856', 'https://openalex.org/W2017799055', 'https://openalex.org/W2029026207', 'https://openalex.org/W2030682524', 'https://openalex.org/W2031652129', 'https://openalex.org/W2043068745', 'https://openalex.org/W2051982557', 'https://openalex.org/W2052383696', 'https://openalex.org/W2053691908', 'https://openalex.org/W2058075900', 'https://openalex.org/W2065322813', 'https://openalex.org/W2065429801', 'https://openalex.org/W2073675736', 'https://openalex.org/W2090774743', 'https://openalex.org/W2099540110', 'https://openalex.org/W2128934324', 'https://openalex.org/W2137333311', 'https://openalex.org/W2145023731', 'https://openalex.org/W2153297088', 'https://openalex.org/W2158252203', 'https://openalex.org/W2267477053', 'https://openalex.org/W2324197426', 'https://openalex.org/W2333286472', 'https://openalex.org/W2413988599', 'https://openalex.org/W2525732359', 'https://openalex.org/W2559260027', 'https://openalex.org/W2585554570', 'https://openalex.org/W2594399778', 'https://openalex.org/W2601810315', 'https://openalex.org/W2745441039', 'https://openalex.org/W2755512750', 'https://openalex.org/W2767095237', 'https://openalex.org/W2776673741', 'https://openalex.org/W2793061204', 'https://openalex.org/W2801148178', 'https://openalex.org/W2948059253', 'https://openalex.org/W2996702406', 'https://openalex.org/W2999453395', 'https://openalex.org/W3037554291', 'https://openalex.org/W3099833853', 'https://openalex.org/W3101744697', 'https://openalex.org/W3102860331', 'https://openalex.org/W3103572015', 'https://openalex.org/W3105636786', 'https://openalex.org/W3120736840', 'https://openalex.org/W3122940626', 'https://openalex.org/W4247056401', 'https://openalex.org/W4300048831', 'https://openalex.org/W577118849', 'https://openalex.org/W937186902']",Dyck,,False,
112,114,https://openalex.org/W4312610337,10.4236/msa.2022.139030,electrical properties of compositional al&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp;gt;o&amp;lt;sub&amp;gt;3&amp;lt;/sub&amp;gt; supplemented hfo&amp;lt;sub&amp;gt;2&amp;lt;/sub&amp;gt; thin films by atomic layer deposition,article,2022-01-01,2022,13,09,491,505,"Yuxi Wang, Yong Zhang, Tingqu Wu, Weizheng Fang, Xufeng Kou, Tao Wu, Jang‐Yong Kim",High-κ dielectric,"With advanced research for dielectrics including capacitors in DRAMs, decoupling filters in microcircuits and insulating gates in transistors, a lot of demand for the new challenging of high-k materials in semiconductor industries has been emerged. This study explores and addresses the experimental approach for composite materials with one of the major concerns of high capacitance, and low leakage, as well as ease of integration technology. The characteristics of Al2O3 supported HfO2 (AHO) thin films for a series of different Hf ratios with Al2O3 dielectrics by atomic layer deposition demonstrated as a candidate material. A composite AHO films with the homogeneous compositions of Al and Hf atoms into the Al-Hf-O mixed oxide system could stabilize the polycrystalline structure with increasing of dielectric constant (k) and decreasing of leakage current density, as well as a higher breakdown voltage than HfO2 film on its own. 70 nm thick AHO thin films with different composition of Al and Hf contents were prepared by atomic layer deposition technique on titanium nitride (TiN) and silicon dioxide (SiO2) coated Si substrates. Photolithography and metal lift-off technique were used for the device fabrication of the metal-insulator-metal (MIM) capacitor structures. AHO films on TiN/SiO2/Si were measured by semiconductor analyzer and source/ measure system with probe station in the voltage range from -5 to 5 V with a frequency range from 10 kHz to 1 MHz were used to conduct capacitance-voltage (C-V) measurements with low/medium frequency range and current-voltage (I-V) measurements. It was found that Au/AHO/TiN/SiO2/Si MIM capacitors demonstrate a capacitance density of 1.5 - 4.5 fF/μm2 at 10 kHz, a loss tangent of 0.02 - 0.04 at 10 kHz, dielectric constant of 11.7 - 35.5 depending on the composition and a low leakage current of 1.7 × 10-9 A/cm2 at 0.5 MV/cm at room temperature. The acquired experimental results could show the possibility of compositional alloy thin films that could potentially replace or open new market for high-k challenges in semiconductor technology.",materials sciences and applications,"['2153-117X', '2153-1188']",journal,1,"['https://openalex.org/W1512740549', 'https://openalex.org/W1632897666', 'https://openalex.org/W1669216561', 'https://openalex.org/W1968406658', 'https://openalex.org/W1974716372', 'https://openalex.org/W1978932172', 'https://openalex.org/W1994327471', 'https://openalex.org/W2002904152', 'https://openalex.org/W2003645630', 'https://openalex.org/W2023353733', 'https://openalex.org/W2041139634', 'https://openalex.org/W2042306272', 'https://openalex.org/W2054443108', 'https://openalex.org/W2061518320', 'https://openalex.org/W2068036292', 'https://openalex.org/W2074194257', 'https://openalex.org/W2081673783', 'https://openalex.org/W2114853176', 'https://openalex.org/W2124062010', 'https://openalex.org/W2128240512', 'https://openalex.org/W2130028915', 'https://openalex.org/W2136263087', 'https://openalex.org/W2166895322', 'https://openalex.org/W2262166553', 'https://openalex.org/W2285829614', 'https://openalex.org/W2891782044', 'https://openalex.org/W2957239853', 'https://openalex.org/W3017794264', 'https://openalex.org/W3108327175', 'https://openalex.org/W3124522786']",Wang,,False,
118,120,https://openalex.org/W3117817047,10.1002/3527600434.eap813,atomic layer deposition,other,2020-12-31,2020,,,1,44,"Lilit Ghazaryan, Kristin Pfeiffer, P. Schmitt, Vivek Beladiya, Stefan Kund, Adriana Szeghalmi","Conformal coating, Deposition, Pillar","Abstract Atomic layer deposition (ALD) is a key coating technology which enables conformal coatings on high aspect ratio substrates. In addition, it allows for a precise thickness control of thin films, multilayers, and nanolaminates. It is a chemical coating technology where the precursors are introduced sequentially in the reactor or are spatially separated. Herein, basic principles of ALD are introduced, reactor geometries are overviewed, and typical ALD materials and applications are summarized. ALD thin films are one pillar of modern computer technologies where ultra‐thin, conformal coatings with exceptional physical, electrical, and chemical properties are essential. Numerous emerging applications have been demonstrated and some are already in mass‐production. Precursor and process development, tool design and engineering, extensive thin‐film optimization, the search for better materials and composites combined with expert knowledge in the application fields have led to this success.",digital encyclopedia of applied physics,,journal,0,"['https://openalex.org/W1461198929', 'https://openalex.org/W1547089208', 'https://openalex.org/W1574097797', 'https://openalex.org/W1601110868', 'https://openalex.org/W1646113161', 'https://openalex.org/W1661392474', 'https://openalex.org/W1674526341', 'https://openalex.org/W1891684326', 'https://openalex.org/W1963565545', 'https://openalex.org/W1964642069', 'https://openalex.org/W1964889455', 'https://openalex.org/W1967049418', 'https://openalex.org/W1967350139', 'https://openalex.org/W1967749052', 'https://openalex.org/W1968247188', 'https://openalex.org/W1972607938', 'https://openalex.org/W1972893978', 'https://openalex.org/W1974107959', 'https://openalex.org/W1974614659', 'https://openalex.org/W1974769955', 'https://openalex.org/W1975148072', 'https://openalex.org/W1976606328', 'https://openalex.org/W1977016631', 'https://openalex.org/W1977607434', 'https://openalex.org/W1980266399', 'https://openalex.org/W1981130398', 'https://openalex.org/W1983214969', 'https://openalex.org/W1983373532', 'https://openalex.org/W1983756373', 'https://openalex.org/W1984871875', 'https://openalex.org/W1989054289', 'https://openalex.org/W1990009596', 'https://openalex.org/W1993038675', 'https://openalex.org/W1994495097', 'https://openalex.org/W1995191254', 'https://openalex.org/W1995908862', 'https://openalex.org/W1998534931', 'https://openalex.org/W1999103192', 'https://openalex.org/W2001155632', 'https://openalex.org/W2001418025', 'https://openalex.org/W2003055041', 'https://openalex.org/W2006333844', 'https://openalex.org/W2006381287', 'https://openalex.org/W2006899770', 'https://openalex.org/W2006908709', 'https://openalex.org/W2008073477', 'https://openalex.org/W2008365303', 'https://openalex.org/W2008573184', 'https://openalex.org/W2009125029', 'https://openalex.org/W2010251245', 'https://openalex.org/W2010569326', 'https://openalex.org/W2011288926', 'https://openalex.org/W2015630542', 'https://openalex.org/W2015878742', 'https://openalex.org/W2017112530', 'https://openalex.org/W2017189043', 'https://openalex.org/W2019879943', 'https://openalex.org/W2023603575', 'https://openalex.org/W2026350201', 'https://openalex.org/W2026506677', 'https://openalex.org/W2032505589', 'https://openalex.org/W2034324012', 'https://openalex.org/W2034538109', 'https://openalex.org/W2035931858', 'https://openalex.org/W2045198601', 'https://openalex.org/W2052399473', 'https://openalex.org/W2054166361', 'https://openalex.org/W2055899601', 'https://openalex.org/W2057086281', 'https://openalex.org/W2059636064', 'https://openalex.org/W2059705743', 'https://openalex.org/W2059969713', 'https://openalex.org/W2063424031', 'https://openalex.org/W2064157934', 'https://openalex.org/W2064589677', 'https://openalex.org/W2066649429', 'https://openalex.org/W2066863079', 'https://openalex.org/W2074398025', 'https://openalex.org/W2077770884', 'https://openalex.org/W2077948549', 'https://openalex.org/W2080159084', 'https://openalex.org/W2085115713', 'https://openalex.org/W2091177316', 'https://openalex.org/W2092746093', 'https://openalex.org/W2094128547', 'https://openalex.org/W2094929769', 'https://openalex.org/W2102458125', 'https://openalex.org/W2105579020', 'https://openalex.org/W2111156460', 'https://openalex.org/W2112201942', 'https://openalex.org/W2112288727', 'https://openalex.org/W2112614773', 'https://openalex.org/W2119473943', 'https://openalex.org/W2120491593', 'https://openalex.org/W2120497130', 'https://openalex.org/W2122271644', 'https://openalex.org/W2125830364', 'https://openalex.org/W2131299828', 'https://openalex.org/W2134164368', 'https://openalex.org/W2136013851', 'https://openalex.org/W2137032131', 'https://openalex.org/W2137798955', 'https://openalex.org/W2141086973', 'https://openalex.org/W2143106578', 'https://openalex.org/W2149248689', 'https://openalex.org/W2157946578', 'https://openalex.org/W2158932701', 'https://openalex.org/W2165595493', 'https://openalex.org/W2171137825', 'https://openalex.org/W2171426616', 'https://openalex.org/W2171645445', 'https://openalex.org/W2175051149', 'https://openalex.org/W2175961259', 'https://openalex.org/W2211511212', 'https://openalex.org/W2214660132', 'https://openalex.org/W2216140209', 'https://openalex.org/W2218219623', 'https://openalex.org/W2218425088', 'https://openalex.org/W2266811401', 'https://openalex.org/W2270175436', 'https://openalex.org/W2281091548', 'https://openalex.org/W2314930794', 'https://openalex.org/W2316236621', 'https://openalex.org/W2322998108', 'https://openalex.org/W2325029536', 'https://openalex.org/W2329005123', 'https://openalex.org/W2329409615', 'https://openalex.org/W2331801524', 'https://openalex.org/W2331903686', 'https://openalex.org/W2332104615', 'https://openalex.org/W2332370782', 'https://openalex.org/W2336011136', 'https://openalex.org/W2344614365', 'https://openalex.org/W2348081277', 'https://openalex.org/W2386544435', 'https://openalex.org/W2410011626', 'https://openalex.org/W2424312748', 'https://openalex.org/W2461051484', 'https://openalex.org/W2474100077', 'https://openalex.org/W2480627941', 'https://openalex.org/W2489402428', 'https://openalex.org/W2507684737', 'https://openalex.org/W2513951023', 'https://openalex.org/W2516797126', 'https://openalex.org/W2523896072', 'https://openalex.org/W2527995625', 'https://openalex.org/W2548089883', 'https://openalex.org/W2550675233', 'https://openalex.org/W2556915756', 'https://openalex.org/W2563810937', 'https://openalex.org/W2566198264', 'https://openalex.org/W2569150658', 'https://openalex.org/W2569350576', 'https://openalex.org/W2582561410', 'https://openalex.org/W2589756499', 'https://openalex.org/W2604015164', 'https://openalex.org/W2604490968', 'https://openalex.org/W2606743590', 'https://openalex.org/W2621995179', 'https://openalex.org/W2626743278', 'https://openalex.org/W2628373425', 'https://openalex.org/W2728021740', 'https://openalex.org/W2737381028', 'https://openalex.org/W2739151515', 'https://openalex.org/W2743549949', 'https://openalex.org/W2748227967', 'https://openalex.org/W2765951552', 'https://openalex.org/W2775925534', 'https://openalex.org/W2778325982', 'https://openalex.org/W2790150426', 'https://openalex.org/W2793077351', 'https://openalex.org/W2794324220', 'https://openalex.org/W2909738803', 'https://openalex.org/W3010396591', 'https://openalex.org/W3016972814', 'https://openalex.org/W3021287609', 'https://openalex.org/W4211031829', 'https://openalex.org/W4233363262', 'https://openalex.org/W4239606258', 'https://openalex.org/W4249123139', 'https://openalex.org/W4301129364', 'https://openalex.org/W4302939876', 'https://openalex.org/W628877654']",Ghazaryan,,False,
120,122,https://openalex.org/W3021403347,10.1002/9783527809080.cataz01269,atomic layer deposition,other,2020-04-16,2020,,,,,M. Muhler J. Aßmann,,,catalysis from a to z,,journal,0,"['https://openalex.org/W1813867404', 'https://openalex.org/W2025172217', 'https://openalex.org/W2027913703', 'https://openalex.org/W2058037349', 'https://openalex.org/W2071728612', 'https://openalex.org/W2080440670', 'https://openalex.org/W2090927369', 'https://openalex.org/W2141791282', 'https://openalex.org/W2298068275', 'https://openalex.org/W2315454193', 'https://openalex.org/W2410011626']",Aßmann,,False,
122,124,https://openalex.org/W4407325242,10.1051/978-2-7598-2446-5.c017,3.5 atomic layer deposition,book-chapter,2021-12-31,2021,,,285,289,Thomas Proslier,Deposition,,edp sciences ebooks,,ebook platform,0,[],Proslier,,False,
124,126,https://openalex.org/W4388048141,10.1201/9781003346234-16,deep learning in atomic layer deposition,book-chapter,2023-10-31,2023,,,307,328,"Oluwatobi Adeleke, Sina Karimzadeh, Tien‐Chien Jen",Deposition,,crc press ebooks,,ebook platform,0,[],Adeleke,,False,
125,127,https://openalex.org/W4388048256,10.1201/9781003346234-17,feature engineering in atomic layer deposition,book-chapter,2023-10-31,2023,,,329,346,"Oluwatobi Adeleke, Sina Karimzadeh, Tien‐Chien Jen","Feature (linguistics), Deposition, Layer by layer",,crc press ebooks,,ebook platform,0,[],Adeleke,,False,
126,128,https://openalex.org/W3100783832,10.29003/m1591.silicon-2020/173-175,atomic layer deposition of thin films of metal and their oxides,article,2020-09-09,2020,,,173,175,"Sergey Zyuzin, E. S. Gornev, Askar Rezvanov, Vitaliy V. Panin","Microelectronics, Deposition, Atomic layer epitaxy, Layer by layer","In this paper existing methods of atomic layer deposition of thin films of cobalt, ruthenium and their oxides are considered for their application for various purposes in the field of microelectronics.","international forum “microelectronics – 2020”. joung scientists scholarship “microelectronics – 2020”. xiii international conference «silicon – 2020». xii young scientists scholarship for silicon nanostructures and devices physics, material science, process and analysis",,conference,0,"['https://openalex.org/W1502186586', 'https://openalex.org/W1517992858', 'https://openalex.org/W1597620877', 'https://openalex.org/W1678356000', 'https://openalex.org/W1978078961', 'https://openalex.org/W1982952953', 'https://openalex.org/W1996014129', 'https://openalex.org/W2005611546', 'https://openalex.org/W2016903492', 'https://openalex.org/W2025869851', 'https://openalex.org/W2054111968', 'https://openalex.org/W2055298388', 'https://openalex.org/W2058079950', 'https://openalex.org/W2076100698', 'https://openalex.org/W2103473118', 'https://openalex.org/W2111719256', 'https://openalex.org/W2114719288', 'https://openalex.org/W2129466958', 'https://openalex.org/W2161330443', 'https://openalex.org/W2168893862', 'https://openalex.org/W2200176946', 'https://openalex.org/W2318809813', 'https://openalex.org/W2608702473', 'https://openalex.org/W2803322565', 'https://openalex.org/W2907624812', 'https://openalex.org/W2921346216', 'https://openalex.org/W3014854344', 'https://openalex.org/W3106007808', 'https://openalex.org/W4253860821', 'https://openalex.org/W4394639039']",Zyuzin,,False,
127,129,https://openalex.org/W3129136291,10.21820/23987073.2021.1.33,promoting the list centre of excellence in atomic layer deposition,article,2021-02-05,2021,2021,1,33,35,Noureddine Adjeroud,"Excellence, Globe, Scope (computer science)","In our globalised economy, different countries need to find different ways to remain competitive in the marketplace. For larger countries, this often means maximising output in a given industry or industries. This is similar for countries that are blessed with copious natural resources. However, for smaller countries, the picture is more complicated. It is often necessary for them to invest in and corner a particular area of expertise or new field of activity. Luxembourg has been developing several technological avenues to help the country remain competitive both in Europe and across the globe. Specifically, they have developed research institutions with the aim of working closely with the needs of the nation, the continent and industrial partners. One such organisation is the Luxembourg Institute of Science and Technology (LIST). The LIST works primarily in three key areas – the environment, information technology and materials science. These fields are interlinked and are three areas of research that are both constantly developing and important to many different industries. Improvements in these disciplines can directly impact manufacturing chain, civic life and citizens. Dr Noureddine Adjeroud is materials scientist and key member of the Nanomaterial and Nanotechnology team under the scope of the Materials Research and Technology Department. He has been instrumental in creating the Atomic Layer Deposition Centre of Excellence (ALD CoEx) within the Department. The aim of the ALD CoEx is to develop innovative materials for a whole range of applications through the Centre's expertise in atomic layer deposition (ALD).",impact,"['2398-7073', '2398-7081']",journal,0,[],Adjeroud,,False,
128,130,https://openalex.org/W4255055251,10.1002/mame.202070014,atomic layer deposition for polypropylene film engineering—a review,article,2020-06-01,2020,305,6,,,"Guanghui Song, Daniel Q. Tan","Polypropylene, Surface Engineering, Deposition, Layer by layer","Front Cover: In article number 2000127, Guanghui Song and Daniel Q. Tan summarize the recent advances in atomic layer deposition (ALD) techniques to engineer polypropylene (PP) film surfaces. ALD is a self-limiting reaction process between gas and solid phases that allows precise control of atomby-atom growth of the coating layer on a dense PP surface or within the pores of a membrane. Ultrathin layers of inorganic coating promise effective enhancement in the functionality, absorption, activation, mechanical and dielectric properties of PP films for the benefit of energy storage, film capacitors, catalytic membranes, and filtration/separation applications.",macromolecular materials and engineering,"['1438-7492', '1439-2054']",journal,0,[],Song,,False,
129,132,https://openalex.org/W4386320284,10.4139/sfj.74.151,development of a gallium precursor for atomic layer deposition,article,2023-03-01,2023,74,3,151,154,Fumikazu Mizutani,Deposition,,journal of the surface finishing society of japan,"['0915-1869', '1884-3409']",journal,0,"['https://openalex.org/W1576915588', 'https://openalex.org/W1977300490', 'https://openalex.org/W1981218202', 'https://openalex.org/W2021575374', 'https://openalex.org/W2045903024', 'https://openalex.org/W2047530109', 'https://openalex.org/W2049263542', 'https://openalex.org/W2060079900', 'https://openalex.org/W2061186090', 'https://openalex.org/W2072464763', 'https://openalex.org/W2073275703', 'https://openalex.org/W2075490596', 'https://openalex.org/W2133953237', 'https://openalex.org/W2233949219', 'https://openalex.org/W2331480363', 'https://openalex.org/W2344143403', 'https://openalex.org/W2768244654', 'https://openalex.org/W2783668429', 'https://openalex.org/W2793731876', 'https://openalex.org/W2900851611', 'https://openalex.org/W2910116488', 'https://openalex.org/W2937612252', 'https://openalex.org/W3005380438']",Mizutani,,False,
130,133,https://openalex.org/W3046861186,10.1063/10.0001748,conventional reactors are used for atomic layer deposition onto powders,article,2020-07-30,2020,2020,31,,,Savannah Mandel,Deposition,"Rotary drum mixer is adapted to fit a conventional tubular hot-walled atomic layer deposition reactor, speeding up reactant transport and allowing deposition onto powders without reactor specialization.",scilight,['2572-7907'],journal,0,[],Mandel,,False,
131,134,https://openalex.org/W4392733379,10.1117/12.2689691,atomic layer deposition: a novel coating process for laser applications,article,2023-11-24,2023,,,14,14,Morten Steinecke,"Deposition, Layer by layer","Atomic layer deposition offers unique advantages compared to more classical PVD coating processes. These advantages include an inherently high coating thickness homogeneity and conformal coating of both micro-optical structures, such as gratings, and large free-form optics, such as aspheric lenses. The talk will introduce the coating process, compare its properties to those of more classical PVD processes and give an overview of recent developments of ALD coatings in optical applications.",,,,0,[],Steinecke,,False,
132,135,https://openalex.org/W4249531243,10.1002/ange.202006171,a high performing zn‐ion battery cathode enabled by in situ transformation of v2o5 atomic layers,article,2020-06-22,2020,132,39,17152,17159,"Yanying Lu, Tianyu Zhu, Wessel van den Bergh, Morgan Stefik, Kevin Huang",,"Abstract Developing high capacity and stable cathodes is a key to successful commercialization of aqueous Zn‐ion batteries (ZIBs). Pure layered V 2 O 5 has a high theoretical capacity (585 mAh g −1 ), but it suffers severe capacity decay. Pre‐inserting cations into V 2 O 5 can substantially stabilize the performance, but at an expense of lowered capacity. Here we show that an atomic layer deposition derived V 2 O 5 can be an excellent ZIB cathode with high capacity and exceptional cycle stability at once. We report a rapid in situ on‐site transformation of V 2 O 5 atomic layers into Zn 3 V 2 O 7 (OH) 2 ⋅2 H 2 O (ZVO) nanoflake clusters, also a known Zn‐ion and proton intercalatable material. High concentration of reactive sites, strong bonding to the conductive substrate, nanosized thickness and binder‐free composition facilitate ionic transport and promote the best utilization of the active material. We also provide new insights into the V 2 O 5 ‐dissolution mechanisms for different Zn‐salt aqueous electrolytes and their implications to the cycle stability.",angewandte chemie,"['0044-8249', '1521-3757']",journal,53,"['https://openalex.org/W1992985800', 'https://openalex.org/W2075908945', 'https://openalex.org/W2274496528', 'https://openalex.org/W2515146993', 'https://openalex.org/W2519218628', 'https://openalex.org/W2519765864', 'https://openalex.org/W2586637063', 'https://openalex.org/W2765688457', 'https://openalex.org/W2769966976', 'https://openalex.org/W2770449070', 'https://openalex.org/W2774004638', 'https://openalex.org/W2781499021', 'https://openalex.org/W2796025373', 'https://openalex.org/W2801873687', 'https://openalex.org/W2803467114', 'https://openalex.org/W2887614386', 'https://openalex.org/W2889163545', 'https://openalex.org/W2893067879', 'https://openalex.org/W2903315989', 'https://openalex.org/W2907932968', 'https://openalex.org/W2922088926', 'https://openalex.org/W2922648584', 'https://openalex.org/W2928935003', 'https://openalex.org/W2941622960', 'https://openalex.org/W2942794426', 'https://openalex.org/W2943434901', 'https://openalex.org/W2946754848', 'https://openalex.org/W2953485569', 'https://openalex.org/W2954002369', 'https://openalex.org/W2963527979', 'https://openalex.org/W2967391741', 'https://openalex.org/W2971613977', 'https://openalex.org/W2972668029', 'https://openalex.org/W2975964556', 'https://openalex.org/W2978443603', 'https://openalex.org/W2980435907', 'https://openalex.org/W2983527717', 'https://openalex.org/W2991269734', 'https://openalex.org/W2995756634', 'https://openalex.org/W2999957013', 'https://openalex.org/W3004025419', 'https://openalex.org/W3004936197', 'https://openalex.org/W3007375757', 'https://openalex.org/W3008368794', 'https://openalex.org/W3015289860', 'https://openalex.org/W3016135749', 'https://openalex.org/W3024609852', 'https://openalex.org/W4210496802', 'https://openalex.org/W4213000893']",Lu,,False,
