,Unnamed: 0,openalex_id,doi,openalex_title,type,publication_date,openalex_publication_year,openalex_volume,issue,first_page,last_page,authors,keywords,abstract,openalex_source_title,source_issn,source_type,cited_by_count,referenced_works,openalex_name_1st_author,uuid,matched,score
1890,1938,https://openalex.org/W2272968539,,에너지재료 : 결정질 실리콘 태양전지를 위한 pa-ald al2o3 막의 패시베이션 효과 향상 연구,article,2013-01-01,2013,26,10,754,759,"송세영, 강민구, 송희은, 장효식","Passivation, Aluminum Oxide, Deposition, Nanometre, Silicon oxide","Aluminum oxide(Al2O3) film deposited by atomic layer deposition (ALD) is known to supply excellent surface passivation properties on crystalline Si surfaces. Since Al2O3 has fixed negative charge, it forms effective surface passivation by field effect passivation on the rear side in p-type silicon solar cell. However, Al2O3 layer formed by ALD process needs very long process time, which is not applicable in mass production of silicon solar cells. In this paper, plasma-assisted ALD(PA-ALD) was applied to form Al2O3 to reduce the process time. Al2O3 synthesized by ALD on c-Si (100) wafers contains a very thin interfacial SiO2 layer, which was confirmed by FTIR and TEM. To improve passivation quality of Al2O3layer, the deposition temperature was changed in range of 150∼350℃, then the annealing temperature and time were varied. As a result, the silicon wafer with aluminum oxide film formed in 250℃, 400℃ and 10min for the deposition temperature, the annealing temperature and time, respectively, showed the best lifetime of 1.6ms. We also observed blistering with nanometer size during firing of Al2O3 deposited on p-type silicon.",journal of the korean institute of electrical and electronic material engineers,"['1226-7945', '2288-3258']",journal,0,[],송세영,,False,
1891,1939,https://openalex.org/W1909866268,,자외선 활성화 원자층 성장 기술을 이용한 상온에서 tio₂ 박막의 제조,article,2010-03-01,2010,19,2,91,95,"이병훈, 성명모",Deposition,"상온에서 고품질의 TiO₂ 박막을 제조하기 위하여 titanium isopropoxide [Ti(OCH(CH₃)₂)₄, TIP]와 H₂O을 이용한 자외선 활성화 원자층 증착(UV-enhanced atomic layer deposition: UV-ALD) 기술을 개발하였다. UV-ALD 기술은 상온에서 자체제어 표면 반응(self-limitting surface reaction)을 통해 균일하고 고품위 등방 특성을 갖는 순수한 TiO₂ 박막 증착이 가능하였다. ALD 반응 시 조사되는 자외선은 Si 기질 위에 우수한 접착력을 가지는 고품질의 TiO₂ 박막을 얻는데 효과적이었다. UV-ALD 기술은 높은 단차비(aspect ratio)를 가지는 trench 기질 위에 균일한 TiO₂ 박막을 증착하는 데에 적용되었다.",applied science and convergence technology,"['1225-8822', '2288-6559']",journal,0,[],이병훈,,False,
1892,1940,https://openalex.org/W2787339510,,determination of interfacial layers in high - k ald nanolaminate materials by arxps and srxps measurements,article,2010-01-01,2010,,,,,"Jakub Wyrodek, Massimo Tallarida, Dieter Schmeißer, Martin Weisheit","High-κ dielectric, Deposition","The interfacial layers of high dielectric constant (high - k) nanolaminate films are here explored. Problems concerning ALD nanolaminate layers deals mainly with lack of accurate methods to determine in depth profile of few nm thick stacks. Modified angle resolved XPS(ARXPS) and synchrotron radiation XPS(SRXPS) are proposed as methods suitable in layer profiling. Studied stacks containing ZrO/HfO or AlO/ZrO, were prepared on Si substrates by atomic layer deposition (ALD). Two sets of experiments were covered. First dealt with initial growth (up to 20 cycles, with thickness d < 2nm) of AlO/ZrO and included layer by layer insitu investigation by SRXPS. Second experiment refer to industrial grown ZrO/HfO films ( d ∼ 3nm ) processed with various parameters resulting in both, layer by layer and homogenous depositions. For those samples exsitu XPS, with angle dependent variation of probing depth, measurements were covered. By comparing obtained intensity ratios for different angles with computational developed stack model it was found that no simple layer by layer but some intermixing growth occurred including interaction with silicon substrate.",,,,0,[],Wyrodek,,False,
1893,1941,https://openalex.org/W2747616929,,entwurf und charakterisierung einer anlage zur abscheidung atomar selbstregelnder schichten,article,2010-01-01,2010,,,,,Ventzeslav Rangelov,Quartz Crystal Microbalance,"Eine Schlusselrolle in der zukunftigen CMOS-Herstellung sowie in vielen Bereichen der Nanotechnologie wird der Atomlagenabscheidung (Atomic Layer Deposition, ALD) zugeordnet. Diese Arbeit beschaftigt sich mit dem Entwurf eines neuartigen Reaktorkonzeptes und der Realisierung einer kompletten ALD-Anlage. Zwei ALD-Prozesse zur Abscheidung von Aluminiumoxid und Siliziumnitrid werden implementiert und optimiert. Die physikalischen und elektrischen Eigenschaften der abgeschiedenen Schichten werden untersucht. Quartz Crystal Microbalance wird als leistungsfahige Methode zur Visualisierung der Vorgange auf der Oberflache wahrend ALD eingesetzt. Das Potential dieser Technik zur Optimierung in situ und zum Monitoring des ALD-Prozesses wird gezeigt.",,,,0,[],Rangelov,,False,
1894,1943,https://openalex.org/W1598527432,,improving oxidation resistance of carbon nanotube nanocomposites for aerospace applications,article,2012-06-01,2012,,,,,"Fawad Inam, Thuc P. Vo, Saman Kumara","Thermogravimetric analysis, Gravimetric analysis","Carbon nanotubes (CNTs) based materials possess strong potential to substitute various functional materials developed exclusively for aerospace applications. However, because of the low oxidation temperature of CNTs (400-500 oC), using CNT based ceramic nanocomposites in high temperature applications can be problematic. Making ceramic-CNT nanocomposites by atomic layer deposition (ALD) method and field assisted sintering technology (FAST) is a good route to improve oxidative stability of CNTs. In this study, thermo-gravimetric analysis (TGA) of alumina coated CNTs (prepared by ALD) and alumina-CNT nanocomposites (prepared by FAST) were carried out. 16% improvements were observed in the oxidation resistance for alumina-CNT nanocompo-sites prepared by ALD and SPS techniques. Different strategies to improve oxidation resistance are discussed.",international conference advanced composite materials,,conference,0,[],Inam,,False,
1895,1944,https://openalex.org/W3151793145,,the passivation mechanism of nitrogen ions on the gate leakage current of hfo_2/algan/gan mos-hemts,article,2011-01-01,2011,,,,,Bi Zhi,"Passivation, Leakage (economics), Metal gate, Reverse leakage current","In this paper, we systematically study the positive gate leakage current in AlGaN/GaN metal-oxide-semiconductor high electron-mobility transistors (MOS-HEMTs) with HfO 2 dielectric using atomic layer deposition (ALD). We observe that the incorporated nitrogen ions will improve the positive gate leakage current of devices obviously, but do not change the reverse gate leakage current. The passivation mechanism of nitrogen ions in oxygen vacancies in HfO 2 is studied by first-principles calculations. It is shown that the gap states of HfO 2 caused by oxygen vacancies increase the positive gate leakage current of MOS-HEMTs. Nitrogen ions passivate the gap states of HfO 2 and decrease the positive gate leakage current but do not effect the reverse gate leakage current.",中国科学:物理学 力学 天文学(英文版),,journal,0,[],Zhi,,False,
1896,1945,https://openalex.org/W2336922542,,bright x-ray sources from laser irradiation of foams with high concentration of ti,article,2013-10-28,2013,,,,,"F Perez, J. R. Patterson, M. J. May, J. D. Colvin, Monika M. Biener, Arne Wittstock, S. O. Kucheyev, Supakit Charnvanichborikarn, Joe H. Satcher, Stuart A. Gammon, J.F. Poco, Shinsuke Fujioka, Z Zhang, Kazuhito Ishihara, Nozomi Tanaka, T. Ikenouchi, H. Nishimura, K. B. Fournier",Deposition,"Low-density foams irradiated by a 20 kJ laser at the Omega laser facility (Laboratory for Laser Energetics, Rochester, NY, USA) are shown to convert more than 5% of the laser energy into 4.6 to 6.0 keV x rays. This record efficiency with foam targets is due to novel fabrication techniques based on atomic-layer-deposition of Ti atoms on an aerogel scaffold. A Ti concentration of 33 at. % was obtained in a foam with a total density of 5 mg/cm3. The dynamics of the ionization front through these foams were investigated at the 1 kJ laser of the Gekko XII facility (Institute for Laser Engineering, Osaka, Japan). Hydrodynamic simulations can reproduce the average electron temperature but fail to predict accurately the heat front velocity in the foam. This discrepancy is shown to be unrelated to the possible water adsorbed in the foam but could be attributed to effects of the foam micro-structure.",,,,0,[],Perez,,False,
1897,1946,https://openalex.org/W2254877892,,high-khfo2와hfo2/al2o3/hfo2적층막의구조안정성및전하트랩핑특성연구,article,2010-01-01,2010,48,3,256,261,"안영수, 허민영, 강해윤, 손현철",High-κ dielectric,"In this work, high-k dielectric stacks of HfO2 and HfO2/Al2O3/HfO2 (HAH) were deposited on SiO2/ Si substrates by atomic layer deposition as charge trapping layers in charge trapping devices. The structural stability and the charge trapping characteristics of such stacks were investigated using Metal-Alumina- Hafnia-Oxide-Silicon (MAHOS) structure. The surface roughness of HfO2 was stable up to 11 nm with the insertion of 0.2 nm thick Al2O3. The effect of the thickness of the HAH stack and the thickness of intermediate Al2O3 on charge trapping characteristics were investigated for MAHOS structure under various gate bias pulse with duration of 100 ms. The threshold voltage shift after programming and erase showed that the memory window was increased with increasing bias on gate. However, the programming window was independent of the thickness of HAH charge trapping layers. When the thickness of Al2O3 insertion increased from 0.2 nm to 1 nm, the erase window was decreased without change in the programming window.",대한금속재료학회지,,journal,0,[],안영수,,False,
1898,1948,https://openalex.org/W855411201,,effects of radiation and cryogenic temperatures on the electromechanical properties of materials used in microsystems,article,2012-01-01,2012,,,,,"Petros Gkotsis, Valeriya Kilchytska, O. Militaru, Guy Berger, Charalampos Fragkiadakis, P. Kirby, Jean‐Pierre Raskin, Denis Flandre, Laurent A. Francis","Microelectronics, Lead zirconate titanate","Microelectromechanical systems (MEMS) could prove beneficial for future space missions provided that the effects of radiation and extreme temperatures on the reliability of different devices are well understood. Radiation tests performed on commercial components or on Metal-Insulator-Metal (MIM) structures have revealed the proneness of certain types of MEMS to radiation induced dielectric charging. These extraneous charges can also compromise the functionality of microelectronics and have been studied in thermal oxides and in high-k dielectrics using Metal-Insulator-Semiconductor (MIS) capacitors: a layer structure also present in MEMS devices with transmission lines. Radiation experiments with piezoresistive and Lead Zirconate Titanate (PZT) actuated MEMS also reveal changes in their post-irradiation response. It is thus necessary to investigate the effects of radiation and cryogenic temperatures on the electromechanical properties of thin films and functional materials like sol-gel deposited PZT, Lead Strontium Titanate (PST) ceramics and alternative dielectrics like Al2O3 deposited by atomic layer deposition (ALD).",,,,0,"['https://openalex.org/W1994670958', 'https://openalex.org/W2007979546', 'https://openalex.org/W2118231859', 'https://openalex.org/W2162855963']",Gkotsis,,False,
1899,1949,https://openalex.org/W2186652589,,hierarchical three-dimensional microbattery electrodes combining bottom-up self-assembly and,article,2012-01-01,2012,,,,,"Konstantinos Gerasopoulos, Ekaterina Pomerantseva, Matthew McCarthy, Adam Brown, Chunsheng Wang, James N. Culver, Reza Ghodssi","Nanomaterials, Power density, Deposition","Therealizationofnext-generationportableelectronicsandintegratedmicrosystemsisdirectlylinkedwith the development of robust batteries with high energy and power density. Three-dimensional micro- and nanostructured electrodes enhance energy and power through higher surface area and thinner active materials, respectively. Here, we present a novel approach for the fabrication of hierarchical electrodes that combine benefits of both length scales. The electrodes consist of self-assembled, virus-templated nanostructures conformally coating three-dimensional micropillars. Active battery material (V2O5 )i s deposited using atomic layer deposition on the hierarchical micro/nanonetwork. Electrochemical characterization of these electrodes indicates a 3-fold increase in energy density compared to nanostructures alone, in agreement with the surface area increase, while maintaining the high power characteristics of nanomaterials. Investigation of capacity scaling for varying active material thickness reveals underlyinglimitations innanostructuredelectrodesandhighlightstheimportanceof ourmethod in controlling both energy and power density with structural hierarchy.",,,,0,"['https://openalex.org/W1968918917', 'https://openalex.org/W1983009969', 'https://openalex.org/W1984136369', 'https://openalex.org/W1985031009', 'https://openalex.org/W2019903682', 'https://openalex.org/W2019952623', 'https://openalex.org/W2020609369', 'https://openalex.org/W2026029417', 'https://openalex.org/W2029955166', 'https://openalex.org/W2032048169', 'https://openalex.org/W2036964042', 'https://openalex.org/W2040732370', 'https://openalex.org/W2046918487', 'https://openalex.org/W2047720223', 'https://openalex.org/W2072032936', 'https://openalex.org/W2074697945', 'https://openalex.org/W2110422352', 'https://openalex.org/W2125894416', 'https://openalex.org/W2125982452', 'https://openalex.org/W2134252158', 'https://openalex.org/W2136822440', 'https://openalex.org/W2137299656', 'https://openalex.org/W2143516260', 'https://openalex.org/W2146626474', 'https://openalex.org/W2147741986', 'https://openalex.org/W2150389053', 'https://openalex.org/W2151964170', 'https://openalex.org/W2953329326', 'https://openalex.org/W3168767212']",Gerasopoulos,,False,
1900,1950,https://openalex.org/W3041642849,,투명전도층이 없는 염료감응형 태양전지의 ru 상대전극 연구,article,2012-02-01,2012,50,2,159,163,"노윤영, 유기천, 유병관, 한정조, 고민재, 송오성",Auxiliary electrode,"A TCO-less ruthenium (Ru) catalytic layer on glass substrate instead of conventional Ru/TCO/glass substrate was assessed as counter electrode (CE) material in dye sensitized solar cells (DSSCs) by examining the effect of the Ru thickness on the DSSC performance. Ru films with different thicknesses (34, 46, 69, and 90 nm) were deposited by atomic layer deposition (ALD) on glass substrates to replace both existing catalyst and electrode layer. In order to make our comparison, we also prepared an Ru catalytic layer by a similar method on FTO/glass substrate. Finally, we prepared the 0.45 cm2 DSSC device the properties of the DSSCs were examined by cyclic voltammetry (CV), impedance spectroscopy (EIS), and current-voltage (I-V) method. CV measurementsrevealed an increase in catalytic activity with increasing film thickness. The charge transfer resistance at the interface between the electrolyte and Rudecreased with increasing Ru thickness. I-V resultsshowed that the energy conversion efficiency increased up to 1.96%. Our results imply that TCO-less Ru/glass might perform as both catalyst and electrode layer when it is used in counter electrodes in DSSCs.",대한금속재료학회지,,journal,0,[],노윤영,,False,
1901,1951,https://openalex.org/W2787145547,,electrically optimized high-κ metal gate mosfet by specific modification of the band alignment,article,2010-01-01,2010,,,,,"Łukasz Starzyk, Massimo Tallarida, Dieter Schmeißer","High-κ dielectric, Metal gate","The electrical optimization of metal/oxide/semiconductor gate stacks by specific modification of the band alignment for advanced MOS technology incorporating high dielectric constant (κ) materials is explored. Because of requirements concerning continued scaling of MOSFET transistors, gate oxides and cobalt electrode have been grown successively on Si substrate respectively by means of atomic layer deposition (ALD) and evaporation. The thicknesses of high-κ films were around 2 nm. In case of work function engineering, interfaces’ chemistry plays a fundamental role. We applied synchrotron radiation based x-ray photoelectron spectroscopy (SR XPS) to characterize our samples, which allows step by step in situ investigations. Co 2p, Al 2p, Hf 4f, Si 2p and O 1s core levels spectra were measured and analyzed. From valence band (VB) spectra we determined Schottky barrier height and electronic bands offsets.",,,,0,[],Starzyk,,False,
1902,1952,https://openalex.org/W185188420,,cathodoluminescence of irradiated hafnium dioxide,book,2012-09-20,2012,,,,,Emily A. Purcell,"Cathodoluminescence, Pulsed Laser Deposition, Deposition","Abstract : The purpose of this research is to understand the effect of radiation on HfO2 thin films, and to compare the quality of HfO2 thin films produced by both atomic layer deposition (ALD) and pulsed laser deposition (PLD); PLD samples had varying substrate temperatures during deposition (300 deg C, 500 deg C, and 750 deg C). The entirety of this research was conducted using cathodoluminescence (CL) as the examination method. The excitation source was a Kimball Physics EMG-12 electron gun. The photomultiplier tube contained a gallium arsenide photocathode. Measurements were made with beam energies ranging from 1 to 10 keV and beam currents ranging from 30 to 50 microA, both at room temperature and at 7K. The experimentally-determined band gap of HfO2 was consistent with published data, but many other features found in the literature were not present in the CL data obtained. HfO2 appeared to be radiation hard up to the levels of radiation to which it was exposed. A higher substrate temperature during deposition for PLD samples produced a better material than lower temperatures. ALD produced a more consistent thickness but PLD ultimately produced a better quality material with respect to the spectrum obtained.",,,,0,[],Purcell,,False,
1903,1953,https://openalex.org/W2588945850,,an efficient si photo cathode for a wide range of electrolyte ph values,article,2013-01-01,2013,,,,,"Chittaranjan Das, Massimo Tallarida, Katarzyna Skorupska, Hans‐Joachim Lewerenz, Dieter Schmeißer",Photocathode,"Hydrogen fuel cells, being environmental friendly to produce energy, are a technology of future. One of the efficient ways to produce hydrogen is solar driven photocatalysis using semiconducting materials as photo electrodes. The choice of electrodes is a crucial factor and is done on the basis of photo corrosion stability, light absorption efficiency, and photocarrier lifetime. P-type Si can be used as photo cathode to produce H2 by direct photocatalysis. Si cathodes can be used in acidic electrolytes to have efficient photo catalytic activity but they are unstable in alkaline electrolytes. Therefore, to use both Si electrodes in the same electrolyte, their chemical stability should be extended over a wide range of pH. To this purpose we modified the surface of a p-type Si photocathode with very thin films of TiO2 grown by atomic layer deposition (ALD). We found that the modified Si cathode shows an increased photoresponse and a lower onset potential with respect to the pristine surface and an increased stability at various pH values.",verhandlungen der deutschen physikalischen gesellschaft,,journal,0,[],Das,,False,
1904,1954,https://openalex.org/W10936357,,влияние режима синтеза оксидного слоя на диэлектрические свойства структур si/al 2o 3/al,article,2013-01-01,2013,,154,,,"Борисова Татьяна Михайловна, Кастро Арата Рене Алехандро",,"Research of dielectric properties МOS-structures Si/Al 2O 3/Al on the basis of aluminium oxide layers received by the method of atomic layer deposition is carried out. Temperature-frequency dependences of real (e`) and imaginary (e``) components of complex dielectric permeability, di electric losses tanδ(f) and conductivity (σ ac) in the field of frequencies f = 1·10 -1–1·10 6 Hz are measured. It is established that in the examined structures the relaxation dispersion e` and e`` takes place. It is shown that dielectric losses in oxide layers are caused by relaxation polarization and through conductivity. It is found out that there is a hopping mechanism of conductivity with the frequency dependence of type σ ac ~ f 0.85. Parametres of spectrum of the localized states are estimated: radius of localization а = (3.66 ÷ 9.07) A, the Fermi-level density of states (N F) N F = (8.34 ÷ 31.44) ·10 19 эВ -1·м -3 and the spread of these states (∆E) ∆Е ~ (10 -2 ± 10 -3) эВ, average time and distance (r 0) jumps τ = 1 µs and r 0 = (75 ÷ 188) A. These features are explained in terms of structural properties of oxide layers.",известия российского государственного педагогического университета им. а. и. герцена,,journal,0,[],Михайловна,,False,
1905,1955,https://openalex.org/W2971566178,,thin films of multiferroic bicoo3,book,2010-09-15,2010,,,,,Knut Bjarne Gandrud,"Bismuth, Deposition","The goal of this work was to deposit thin films of bismuth cobalt oxide, which is a rather unexplored yet promising multiferroic material, by Atomic Layer Deposition(ALD). However, in order to achieve this goal, first a suitable precursor combination for deposition of bismuth oxide by ALD had to be found. This work presents the first reported thin film deposition of α-Bi2O3 by ALD. In addition, thin films of Co3O4 and CoO are for the first time reported deposited by ALD from the respective novel precursor combinations Co(thd)3/O3 and Co(thd)2/H2O (thd = 2,2,6,6-tetramethyl-3,5-heptanedionate). Finally, BiPh3 (Ph = phenyl), Bi(t-OBu)3 (t-OBu = tert-butoxide) and Bi(thd)3 were all investigated for potential use as bismuth precursors in the ALD process. Thin films of Co3O4 deposited from the novel precursor combination Co(thd)3/O3 was investigated and a comparison to the already well investigated precursor combination Co(thd)2/O3 is given. Deposition and investigation of thin films in the Bi-Co-O system are also presented. However, an etching process was observed between the Bi(thd)3 precursors and the Co3O4 surface. A possible mechanism is presented.",lap lambert academic publishing ebooks,,ebook platform,0,[],Gandrud,,False,
1906,1956,https://openalex.org/W2384843819,,scalable gas-phase processes to create nanostructured particles,article,2010-01-01,2010,,,,,BL Delft,"Fluidization, Deposition, Particle (ecology), Electrostatics","The properties of nanoparticles are often different from those of larger grains of the same solid material because of their very large specific surface area.This enables many novel applications,but properties such as agglomeration can also hinder their potential use.By creating nanostructured particles one can take optimum benefit from the desired properties while minimizing the adverse effects.We aim at developing high-precision routes for scalable production of nanostructured particles.Two gas-phase synthesis routes are explored.The first one-covering nanoparticles with a continuous layer-is carried out using atomic layer deposition in a fluidized bed.Through fluidization,the full surface area of the nanoparticles becomes available.With this process,particles can be coated with an ultra-thin film of constant and well-tunable thickness.For the second route-attaching nanoparticles to larger particles-a novel approach using electrostatic forces is demonstrated.The micron-sized particles are charged with one polarity using tribocharging.Using electrospraying,a spray of charged nanoparticles with opposite polarity is generated.Their charge prevents agglomeration,while it enhances efficient deposition at the surface of the host particle.While the proposed processes offer good potential for scale-up,further work is needed to realize large-scale processes.",,,,0,[],Delft,,False,
1907,1957,https://openalex.org/W3150646413,,fundamental characteristics of sic mis structure with al_2o_3 as gate dielectric,article,2011-01-01,2011,,,,,Yang Yin,"MISFET, Leakage (economics)","SiC MIS structure with ultra-thin Al2O3 as gate dielectric deposited by atomic layer deposition (ALD) on epitaxial layer of 4H-SiC(0001)8°N?/N+ substrate is fabricated. The microstructure and electrical characteristics analysis on the film and Al2O3/SiC interface has shown that Al2O3 deposited has a good bulk characteristics and a good quality between Al2O3 and SiC. The breakdown electrical field of Al2O3 film is 25 MV/cm; the MIS capacitor has a fairly low gate leakage current (current density of 1×10?3A/cm?2 with a electric field of 8 MV/cm) under acceptable interface effective charge (2×1013 cm?2). Current-voltage measurement and analysis has shown that when the gate leakage current mechanism is dominated by FN tunneling, the barrier height of SiC/Al2O3 is 1.4 eV, which can meet the requirement of SiC MISFET devices. Besides this, the gate leakage current is co-influenced by both of Frenkel-Poole mechanism and Schottky emission.",chinese science bulletin,,journal,0,[],Yin,,False,
1908,1958,https://openalex.org/W1497024320,,3-dimensional passive and heterogeneous integration technology options for system-in-package,article,2010-01-01,2010,,,120,131,"F. Roozeboom, JH Klootwijk, Wouter Dekkers, KB Jinesh, Yann Lamy, van Ece Grunsven, Marieke Burghoorn, F.H.M. Sanders, MA Marcel Verheijen, R.G.R. Weemaes, MA Kaiser, T. Sakai, Heuy Dong Kim, D. Blin, Sbs Stephan Heil, M. C. M. van de Sanden, Wmm Erwin Kessels","System in package, Dry etching","Future generations of cellular RF transceivers require higher degrees of integration, presumably using the third dimension. This paper describes technologies that we recently studied and which have found or may soon find their implementation in RF and other System-in-Package (SiP) applications. In passive integration we describe options to integrate 3D ‘trench’ capacitors in silicon with a new world record capacitance density of ³ 400 nF/mm2 and break-down voltage > 6 V using Atomic Layer Deposition (ALD) of multiple MIM layer stacks of high-k dielectrics (Al2O3) and conductive layers (TiN). We also describe a few through-silicon via (TSV) drilling and filling techniques for 3D die and wafer stacking and generic SiP integration with a small form factor.Here, dry and wet-chemical methods were applied successfully in both the drilling and filling.We compare RIE etching and (photo)chemical etching, the latter method yielding ultrafine high aspect ratio (~1.5×200 µm) vias.We report on a ‘bottom-up’ Cuelectroplating method and on some preliminary Cu-paste filling tests.",,,,0,[],Roozeboom,,False,
1909,1959,https://openalex.org/W32295523,,metrology for in process metrology for roll to roll production of flexible photovoltaics,article,2013-11-20,2013,,,,,"Liam Blunt, Mohamed Elrawemi, Leigh Fleming, Haydn Martin, Hussam Muhamedsalih, David Robbins","Roll-to-roll processing, Building Integrated Photovoltaics","This presentation reports on the latest development taking place within the EU funded NanoMend project. The aim of the project is to develop integrated process inspection, cleaning, repair and control systems for thin films on flexible photo voltaic films based on CIGS (Copper Indium Gallium Selenide CuInxGa(1-x)Se2). Flexible PV films are fabricated on polymer film by the repeated deposition, and patterning, of thin layer materials using roll-to-roll processes, where the whole film is approximately 3um thick prior to final encapsulation. Take up of such devices, especially for building integrated applications BIPV, is hampered by long-term degradation of efficiency due to water ingress through the barrier layer defects to the CIGS modules causing electrical shorts and efficiency drops. To address this problem a thin (~40nm) barrier coating of Al2O3 usually provides the environmental protection for the PV cells. The highly conformal aluminium oxide barrier layer is produced by atomic layer deposition (ALD). The presentation reports initial measurement and characterisation of prototype films. Characterisation is based on the application of segmentation analysis and where the film is considered to be a special case structured surface and defects are considered as structural elements. Characterisation then allows the correlation of water vapour transmission with defect density to be addressed. The paper also reports on a new in process, high speed, environmentally robust optical interferometer instrument developed to detect defects on the polymer film during manufacture. These results provide the basis for the development of R2R in process metrology devices",,,,0,[],Blunt,,False,
1910,1960,https://openalex.org/W2271029286,,저온 원자층증착법으로 제조된 zno/tio2 나노이층박막의 물성 연구,article,2011-01-01,2011,49,6,498,504,"노윤영, 한정조, 유병관, 송오성","Ultraviolet, Stoichiometry","We examined the microstructure and optical properties of crystallized ~30 nm-ZnO/~10 nm amorphous TiO2 nano bilayered films as nano electrodes were deposited at extremely low substrate temperatures of 150-210℃. The bilayered films were deposited on silicon substrates with 10 cm diameters by ALD (atomic layer deposition) using DEZn (diethyl zinc(Zn(C2H5)2)) and TDMAT (tetrakis dimethyl-amid titanium(Ti(N(CH3)2)4) as the ZnO and TiO2 precursors, respectively, and H2O as the oxidant. The microstructure, phase, and optical properties of the bilayered films were examined by FE-SEM, TEM, XRD, AES, and UV-VIS-NIR spectroscopy. FE-SEM and TEM showed that all bilayered films were deposited very uniformly and showed crystallized ZnO and amorphous TiO2 layers. AES depth profiling showed that the ZnO and TiO2 films had a stoichiometric composition of 1:1 and 1:2, respectively. These bilayered films have optical absorption properties in a wide range of ultraviolet wavelengths, 250-390 nm, whereas the single ZnO and TiO2 films showed an absorption range of 350-380nm.",대한금속재료학회지,,journal,0,[],노윤영,,False,
